ID,タイトル
0003154780,住居の種類・住宅の建て方(9区分)，年齢(5歳階級)，男女別一般世帯人員(世帯が住んでいる階－特掲) 全国，都道府県，21大都市，特別区，人口50万以上市
0003153202,世帯の家族類型(16区分)，住居の種類・住宅の所有の関係(7区分)，住宅の建て方(8区分)，世帯主の年齢(3区分)別一般世帯数及び一般世帯人員(3世代世帯及び世帯が住んでいる階－特掲) 全国，都道府県，21大都市，特別区，人口50万以上市
0003154901,世帯の家族類型(16区分)，住居の種類・住宅の所有の関係(7区分)，世帯主の年齢(5歳階級)，世帯主の男女別一般世帯数及び一般世帯人員(3世代世帯－特掲) 全国，都道府県，21大都市･区，県庁所在市，人口20万以上市
0003155091,世帯の家族類型(5区分)，住居の種類・住宅の所有の関係(7区分)，世帯主の年齢(3区分)，世帯主の男女別一般世帯数及び一般世帯人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003153261,世帯の家族類型(16区分)，住居の種類・住宅の所有の関係(3区分)別一般世帯数及び一般世帯人員(3世代世帯－特掲) 全国，都道府県，21大都市･区，県庁所在市，人口20万以上市
0003154960,世帯人員(7区分)，65歳以上世帯員の有無，世帯主の年齢(5歳階級)，世帯主の男女別一般世帯数，一般世帯人員及び65歳以上世帯人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003155051,住居の種類・住宅の所有の関係(7区分)，65歳以上世帯員の有無別一般世帯数，一般世帯人員，65歳以上世帯人員及び１世帯当たり人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003155092,世帯人員(7区分)，65歳以上世帯員の有無，住居の種類・住宅の所有の関係(7区分)別一般世帯数，一般世帯人員及び１世帯当たり人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003154921,住居の種類・住宅の所有の関係(3区分)，住宅の建て方(8区分)，65歳以上世帯員の有無別一般世帯数，一般世帯人員，65歳以上世帯人員及び１世帯当たり人員(世帯が住んでいる階－特掲) 全国，都道府県，21大都市，特別区，人口50万以上市
0003153661,夫婦の種類(2区分)，住居の種類・住宅の所有の関係(7区分)別夫婦のみの世帯数(いずれかが60歳以上の夫婦のみの世帯，いずれかが65歳以上の夫婦のみの世帯及び夫婦とも65歳以上の高齢夫婦世帯－特掲) 全国，都道府県，21大都市，特別区，人口50万以上市
0003156580,夫婦の種類(2区分)，住居の種類・住宅の所有の関係(3区分)，住宅の建て方(8区分)別夫婦のみの世帯数(いずれかが60歳以上の夫婦のみの世帯，いずれかが65歳以上の夫婦のみの世帯，夫婦とも65歳以上の高齢夫婦世帯及び世帯が住んでいる階－特掲) 全国，都道府県，21大都市･区，県庁所在市，人口20万以上市
0003153740,世帯の家族類型(5区分)，外国人のいる世帯の類型(4区分)，世帯主の国籍(13区分)別外国人のいる一般世帯数，一般世帯人員及び外国人人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003153820,外国人のいる世帯の類型(4区分)，住居の種類・住宅の所有の関係(7区分)別外国人のいる一般世帯数，一般世帯人員及び１世帯当たり人員 全国，都道府県，21大都市，特別区，人口50万以上市
0003169841,世帯の家族類型(4区分)，5年前の常住地(6区分)，世帯の移動類型(4区分)，年齢(5歳階級)，男女別一般世帯人員(総数及び世帯主)(転入) 全国
0003169922,世帯の家族類型(4区分)，5年前の常住地(6区分)，世帯の移動類型(4区分)，年齢(5歳階級)，男女別一般世帯人員(総数及び世帯主)(転入) 都道府県
0003170083,世帯の家族類型(4区分)，世帯主の現住地による5年前の常住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転入) 全国
0003170084,世帯の家族類型(4区分)，世帯主の現住地による5年前の常住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転入) 都道府県
0003170048,世帯の家族類型(4区分)，世帯主の現住地による5年前の常住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転入) 特別区
0003170120,世帯の家族類型(4区分)，世帯主の5年前の常住地による現住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転出) 全国
0003170140,世帯の家族類型(4区分)，世帯主の5年前の常住地による現住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転出) 都道府県
0003170161,世帯の家族類型(4区分)，世帯主の5年前の常住地による現住地，世帯の移動類型(4区分)別一般世帯数及び一般世帯人員(転出) 特別区
0003170261,世帯主との続き柄(5区分)，5年前の常住地(3区分)，世帯主の5年前の常住地(6区分)，世帯主の年齢(5歳階級)，男女別一般世帯人員(転入) 全国
0003170280,世帯主との続き柄(5区分)，5年前の常住地(3区分)，世帯主の5年前の常住地(6区分)，世帯主の年齢(5歳階級)，男女別一般世帯人員(転入) 都道府県
0003170200,施設等の世帯の種類(4区分)，5年前の常住地(6区分)，年齢(5歳階級)，男女別施設等の世帯人員(転入) 全国
0003170220,施設等の世帯の種類(4区分)，5年前の常住地(6区分)，年齢(5歳階級)，男女別施設等の世帯人員(転入) 都道府県
0003179284,常住地による従業・通学市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者－特掲） 全国
0003179320,常住地による従業・通学市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者－特掲） 都道府県
0003179302,常住地による従業・通学市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者－特掲） 市町村
0003179241,常住地による従業・通学市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者－特掲） 21大都市の区
0003179242,従業地・通学地による常住市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者ー特掲） 都道府県
0003179285,従業地・通学地による常住市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者ー特掲） 市町村
0003179321,従業地・通学地による常住市区町村，男女別15歳以上就業者数及び15歳以上通学者数（15歳未満通学者を含む通学者ー特掲） 21大都市の区
0003192049,従業・通学都道府県，常住都道府県，男女別自宅外就業者数及び通学者数 全国，都道府県
0003410374,従業・通学市区町村，常住市区町村，男女別自宅外就業者数及び通学者数 － 全国，市区町村
0003179860,常住地又は従業地（9区分）による雇用者（3区分），産業（大分類），男女別15歳以上就業者数 全国，都道府県，市区町村
0003179921,常住地による従業市区町村，産業（大分類）別15歳以上就業者数 都道府県
0003179923,常住地による従業市区町村，産業（大分類）別15歳以上就業者数 21大都市の区
0003180220,従業地による常住市区町村，産業（大分類）別15歳以上就業者数 都道府県
0003180222,従業地による常住市区町村，産業（大分類）別15歳以上就業者数 21大都市の区
0003183561,従業地による産業（大分類），年齢（5歳階級），男女別15歳以上就業者数（総数及び雇用者） 全国，都道府県，市区町村
0003179900,常住地又は従業地（9区分）による雇用者（3区分），職業（大分類），男女別15歳以上就業者数 全国，都道府県，市区町村
0003180240,常住地による従業市区町村，職業（大分類）別15歳以上就業者数 都道府県
0003180242,常住地による従業市区町村，職業（大分類）別15歳以上就業者数 21大都市の区
0003189281,従業地による常住市区町村，職業（大分類）別15歳以上就業者数 都道府県
0003189283,従業地による常住市区町村，職業（大分類）別15歳以上就業者数 21大都市の区
0003190122,従業地による職業（大分類），年齢（５歳階級），男女別15歳以上就業者数（総数及び雇用者） 全国，都道府県，市区町村
0003190140,従業地による産業（大分類），職業（大分類），年齢（5歳階級），男女別15歳以上就業者数（総数及び雇用者） 全国，都道府県
0003190083,従業地による産業（大分類），職業（大分類），男女別15歳以上就業者数（総数及び雇用者） 全国，都道府県，市区町村
0003185060,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，男女別15歳以上就業者数（転入） 全国
0003185041,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，男女別15歳以上就業者数（転入） 都道府県
0003184983,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，男女別15歳以上就業者数（転入） 特別区
0003185420,職業（大分類）・従業上の地位（５区分），５年前の常住地による現住地，男女別15歳以上就業者数（転出） 全国
0003185440,職業（大分類）・従業上の地位（５区分），５年前の常住地による現住地，男女別15歳以上就業者数（転出） 都道府県
0003185402,職業（大分類）・従業上の地位（５区分），５年前の常住地による現住地，男女別15歳以上就業者数（転出） 特別区
0003185320,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，年齢（５歳階級），男女別15歳以上就業者数（転入）（転出－特掲） 全国
0003185321,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，年齢（５歳階級），男女別15歳以上就業者数（転入）（転出－特掲） 都道府県
0003185341,職業（大分類）・従業上の地位（５区分），現住地による５年前の常住地，年齢（５歳階級），男女別15歳以上就業者数（転入）（転出－特掲） 21大都市の区
0003411334,労働力状態（２区分），年齢（５歳階級），男女別15歳以上人口並びに有業率又は労働力率－全国（大正９年～平成27年） その２  有業率及び労働力率
0003404508,都道府県人口の自然増加数及び社会増加数（大正9年～平成12年）
0003382853,全国，都道府県の人口重心（平成7年・12年）
0003405528,労働力状態（2区分），年齢（5歳階級），男女別15歳以上人口－全国（大正9年～平成12年） その２  有業率及び労働力率
0003385968,従業上の地位（3区分），男女別15歳以上就業者数－全国*，都道府県（平成7年・12年）
0003386051,産業（大分類），男女別15歳以上就業者数－全国*，都道府県（平成7年・12年）
0003387757,職業（大分類），男女別15歳以上就業者数－全国*，都道府県（平成7年・12年）
0003388092,就業時間（4区分），男女別15歳以上就業者数及び平均週間就業時間－全国*，都道府県（平成12年）
0003388239,現住都道府県による5年前の常住地（3区分），男女別5歳以上人口（転入）（転出－特掲）－都道府県（平成2年，12年）
0003379581,都道府県別5年ごとの人口増減（大正9年～平成12年）
0003389191,従業・通学時の世帯の状況（14区分）別住宅に住む一般世帯数－全国*，都道府県（平成7年・12年）
0003389501,世帯の種類別世帯数及び世帯人員－全国*，都道府県　その1一般世帯及び施設等の世帯（昭和35年，45年～平成12年）
0003389840,世帯の種類別世帯数及び世帯人員－全国*，都道府県　その2普通世帯及び準世帯（大正9年～平成12年）
0003404366,世帯人員（10区分）別一般世帯数及び1世帯当たり人員－全国*，都道府県（平成7年・12年）
0003389891,世帯の家族類型（16区分）別一般世帯数，一般世帯人員及び親族人員（65歳以上親族のいる一般世帯－特掲）－全国*，都道府県（平成7年・12年）
0003389931,母子世帯及び父子世帯の世帯数，世帯人員及び1世帯当たり人員－全国*，都道府県（平成7年・12年）
0003389933,世帯の経済構成（5区分）別一般世帯数－全国*，都道府県（平成7年・12年）
0003390517,家計の収入の種類（7区分）別一般世帯数－全国*，都道府県（平成2年・12年）
0003390532,住居の種類・住宅の所有の関係（7区分）別一般世帯数，1世帯当たり人員・延べ面積及び1人当たり延べ面積－全国*，都道府県（平成7年・12年）
0003390535,延べ面積（14区分）別住宅に住む一般世帯数－全国*，都道府県（平成7年・12年）
0003390553,住宅の建て方（6区分）別住宅に住む一般世帯数及び一般世帯人員－全国*，都道府県（平成7年・12年）
0003404453,年齢（5歳階級），高齢単身世帯数（75歳以上－特掲）－全国*，都道府県（平成7年・12年）
0003390556,夫の年齢（2区分），妻の年齢（2区分）別高齢夫婦世帯数－全国*，都道府県（平成7年・12年）
0003390575,住居の種類・住宅の所有の関係（6区分），男女別高齢単身世帯数－全国*，都道府県（平成7年・12年）
0003390758,住居の種類・住宅の所有の関係（6区分）別高齢夫婦世帯数－全国*，都道府県（平成7年・12年）
0003391003,国籍（11区分），労働力状態（5区分），男女別15歳以上外国人数－全国（平成7年・12年）
0003445098,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）
0003445098,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）
0003445098,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）
0003463953,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－大都市圏
0003463953,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－大都市圏
0003463953,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－大都市圏
0003463956,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－都市圏
0003463956,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－都市圏
0003463956,総人口・総世帯数・男女・年齢・配偶関係 世帯の種類別世帯数及び世帯人員－都市圏
0003445081,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445081,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445081,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445104,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445104,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445104,世帯の種類・世帯人員・世帯の家族類型 世帯主の男女，世帯主の年齢（5歳階級），世帯主の配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445106,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445106,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445106,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445107,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445107,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445107,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（5歳階級），世帯主との続き柄，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445083,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（各歳），配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445083,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（各歳），配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445083,世帯の種類・世帯人員・世帯の家族類型 男女，年齢（各歳），配偶関係，世帯の家族類型別一般世帯人員－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445109,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445109,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445109,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445085,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445085,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445085,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445112,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445112,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445112,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445113,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445113,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445113,夫婦及び子供に係る世帯の状態 夫の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445086,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445086,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445086,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445114,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445114,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445114,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯数（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445115,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445115,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445115,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無・数，最年少の子供の年齢，最年長の子供の年齢別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445087,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445087,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445087,夫婦及び子供に係る世帯の状態 妻の年齢（5歳階級），夫婦のいる世帯の家族類型，子供の有無，最年少の子供の年齢（各歳）別一般世帯人員（夫婦のいる一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445117,夫婦及び子供に係る世帯の状態 親との同居・非同居，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445117,夫婦及び子供に係る世帯の状態 親との同居・非同居，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445117,夫婦及び子供に係る世帯の状態 親との同居・非同居，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445088,夫婦及び子供に係る世帯の状態 親との同居・非同居別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445088,夫婦及び子供に係る世帯の状態 親との同居・非同居別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445088,夫婦及び子供に係る世帯の状態 親との同居・非同居別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445118,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445118,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445118,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類，子供（未婚の親族）の男女，子供（未婚の親族）の年齢（各歳）別子供（未婚の親族）の数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445119,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445119,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445119,夫婦及び子供に係る世帯の状態 母子・父子世帯の種類別子供（未婚の親族）のいる一般世帯数（一般世帯）－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445089,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（一般世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445089,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（一般世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445089,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（一般世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445120,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（夫婦とも日本人の世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445120,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（夫婦とも日本人の世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445120,夫婦及び子供に係る世帯の状態 夫の年齢（各歳），妻の年齢（各歳）別夫婦数（夫婦とも日本人の世帯）－全国，都道府県，21大都市，21大都市の区，県庁所在市，人口20万以上の市
0003445121,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445121,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445121,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445090,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445090,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445090,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445122,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445122,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445122,住宅の所有関係・住宅の建て方 住宅の所有の関係別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445127,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445127,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445127,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯数－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445093,住宅の所有関係・住宅の建て方 男女，年齢（5歳階級），住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445093,住宅の所有関係・住宅の建て方 男女，年齢（5歳階級），住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445093,住宅の所有関係・住宅の建て方 男女，年齢（5歳階級），住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445128,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445128,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
0003445128,住宅の所有関係・住宅の建て方 住宅の所有の関係，住宅の建て方・世帯が住んでいる階別一般世帯の1世帯当たり人員－全国，都道府県，21大都市，特別区，人口50万以上の市
